"control_number","specific","generic","qty","origin","description","ship_date"
"2014552029","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-10-02"
"2014552627","","COYOTE",89,"CA","TRI","2014-10-21"
"2014552647","","GEMSBOK",1,"ZA","TRO","2014-10-14"
"2014552647","","IMPALA",3,"ZA","TRO","2014-10-14"
"2014552647","GREATER","KUDU",1,"ZA","TRO","2014-10-14"
"2014552647","COMMON","WARTHOG",2,"ZA","TRO","2014-10-14"
"2014552647","CAPE","PORCUPINE",1,"ZA","TRO","2014-10-14"
"2014552654","SOUTHERN AFRICAN","OSTRICH",4,"ZA","EGG","2014-10-14"
"2014552654","COMMON","WARTHOG",4,"ZA","TUS","2014-10-14"
"2014552654","","SPRINGBOK",4,"ZA","SKI","2014-10-14"
"2014552654","GREATER","KUDU",1,"ZA","HOR","2014-10-14"
"2014552698","OLIVE","FLOUNDER",72,"KR","LIV","2014-10-24"
"2014552698","WHIPARM","OCTOPUS",15,"KR","LIV","2014-10-24"
"2014553043","JAPANESE FALSE","CERITH",8880,"CN","SPR","2014-10-24"
"2014553043","","STARFISH",5900,"CN","BOD","2014-10-24"
"2014553043","","SHELL",7920,"CN","SPR","2014-10-24"
"2014553043","GOLD-RINGER","COWRIE",5180,"CN","SPR","2014-10-24"
"2014553043","","MUREX",5000,"CN","SPR","2014-10-24"
"2014553043","STONY","CORAL",2980,"CN","CPR","2014-10-24"
"2014553043","","ARK",7260,"CN","SPR","2014-10-24"
"2014553065","","STARFISH",2475,"PH","BOD","2014-10-28"
"2014553667","","SEA STAR",60,"ID","BOD","2014-10-26"
"2014553667","","SUNDIAL",60,"ID","SPR","2014-10-26"
"2014553667","","ARK",83,"ID","SPR","2014-10-26"
"2014553691","SHELLS","MOLLUSCS",5160,"VN","SPR","2014-11-01"
"2014553692","PEARL","MUSSEL",18,"CN","SPR","2014-11-01"
"2014554654","WHITE-TAILED","DEER",14280,"CN","LPS","2014-10-28"
"2014554665","GREAT PEARL","OYSTER",120,"PH","JWL","2014-10-26"
"2014554665","ABALONE","SHELL",138,"NZ","JWL","2014-10-26"
"2014554665","","OYSTER",62,"PF","JWL","2014-10-26"
"2014554665","","SEA FAN",4,"CN","JWL","2014-10-26"
"2014554665","","OYSTER",2,"PH","JWL","2014-10-26"
"2014554670","","OYSTER",508,"ID","SPR","2014-10-29"
"2014554678","","BLESBOK",1,"ZA","TRO","2014-10-25"
"2014554678","BLUE","WILDEBEEST",1,"ZA","TRO","2014-10-25"
"2014554678","","BUSHBUCK",1,"ZA","TRO","2014-10-25"
"2014554678","BUSH","DUIKER",1,"ZA","TRO","2014-10-25"
"2014554678","","GEMSBOK",1,"ZA","TRO","2014-10-25"
"2014554678","","IMPALA",1,"ZA","TRO","2014-10-25"
"2014554678","","STEENBOK",1,"ZA","TRO","2014-10-25"
"2014554678","COMMON","WARTHOG",1,"ZA","TRO","2014-10-25"
"2014554678","","WATERBUCK",1,"ZA","TRO","2014-10-25"
"2014554976","RADIATED RAT","SNAKE",3306,"ID","SHO","2014-10-26"
"2014555434","","COYOTE",85,"CA","TRI","2014-10-28"
"2014555940","TROCHA","SHELL",1284,"JP","SPR","2014-11-05"
"2014555943","GREAT PEARL","OYSTER",148,"PH","JWL","2014-10-29"
"2014555943","ABALONE","SHELL",129,"NZ","JWL","2014-10-29"
"2014555943","","OYSTER",30,"PF","JWL","2014-10-29"
"2014555943","","SEA FAN",2,"CN","JWL","2014-10-29"
"2014555943","","OYSTER",4,"PH","JWL","2014-10-29"
"2014555969","CAPIZ","SHELL",100,"PH","SPR","2014-11-03"
"2014556198","CAPIZ","SHELL",1386,"PH","SPR","2014-11-03"
"2014556207","","SCALLOP",5040,"CN","SHE","2014-11-03"
"2014556207","ARK","SHELL",8820,"CN","SHE","2014-11-03"
"2014556207","","CLAM",16380,"CN","SHE","2014-11-03"
"2014556207","","ARK",27720,"CN","SHE","2014-11-03"
"2014556207","TURBO","SHELL",7560,"CN","SHE","2014-11-03"
"2014556207","TURNIP-SHAPED RAPA","WHELK",3150,"CN","SHE","2014-11-03"
"2014556210","EURASIAN","ELK",8616,"FI","SHO","2014-11-01"
"2014556215","SQUAMOSE","VENUS",620,"PH","SPR","2014-10-28"
"2014556215","","STARFISH",704400,"PH","BOD","2014-10-28"
"2014556215","UMBONIUM","SHELL",2520,"PH","SPR","2014-10-28"
"2014556220","","TRITON",160,"CN","SPR","2014-11-01"
"2014556220","GIANT","SCALLOP",160,"CN","SPR","2014-11-01"
"2014556220","FROG","SHELL",160,"CN","SPR","2014-11-01"
"2014556220","","ARK",160,"CN","SPR","2014-11-01"
"2014556220","","SHELL",160,"CN","SPR","2014-11-01"
"2014556220","VERTAGUS","SHELL",160,"CN","SPR","2014-11-01"
"2014556223","GREAT PEARL","OYSTER",312,"IN","SPR","2014-11-03"
"2014556902","GREAT PEARL","OYSTER",784,"PH","SPR","2014-11-06"
"2014556932","ABALONE","SHELL",30000,"AU","SPR","2014-10-30"
"2014556992","","MUSSEL",24,"CN","SPR","2014-11-03"
"2014556994","","TRITON",32,"CN","SPR","2014-11-03"
"2014556994","FROG","SHELL",32,"CN","SPR","2014-11-03"
"2014556994","GIANT","SCALLOP",32,"CN","SPR","2014-11-03"
"2014556994","","ARK",32,"CN","SPR","2014-11-03"
"2014556994","","BUBBLESHELL",32,"CN","SPR","2014-11-03"
"2014556994","VERTAGUS","SHELL",32,"CN","SPR","2014-11-03"
"2014556996","","MUSSEL",72,"CN","SPR","2014-11-03"
"2014557725","RED","KANGAROO",45,"AU","SKP","2014-10-30"
"2014557725","EASTERN GREY","KANGAROO",100,"AU","SKP","2014-10-30"
"2014557729","PEARL","MUSSEL",92,"VN","SPR","2014-11-06"
"2014557736","CAPIZ","SHELL",166,"VN","SPR","2014-11-06"
"2014557736","PEARL","MUSSEL",5,"VN","SPR","2014-11-06"
"2014557737","CAPIZ","SHELL",244,"VN","SPR","2014-11-06"
"2014557965","MANILLA","CLAM",1768,"CN","SPR","2014-11-08"
"2014557965","FARRER'S","SCALLOP",1768,"CN","SPR","2014-11-08"
"2014557977","TROCHA","SHELL",3444,"ID","SPR","2014-11-06"
"2014557978","CAPIZ","SHELL",72,"IN","SPR","2014-11-03"
"2014557979","","STARFISH",792,"VN","BOD","2014-11-07"
"2014557979","","ARK",792,"VN","SPR","2014-11-07"
"2014557979","","TURBAN",792,"VN","SPR","2014-11-07"
"2014558433","","WATERBUCK",1,"ZA","TRO","2014-10-28"
"2014558433","","ORIBI",1,"ZA","TRO","2014-10-28"
"2014558433","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-10-28"
"2014558433","BUSH","DUIKER",1,"ZA","TRO","2014-10-28"
"2014558433","","NYALA",1,"ZA","TRO","2014-10-28"
"2014558433","","GEMSBOK",1,"ZA","TRO","2014-10-28"
"2014558529","AMERICAN","BEAVER",6,"CA","SKI","2014-11-27"
"2014558745","GREAT PEARL","OYSTER",3168,"ID","SPR","2014-11-11"
"2014558747","","OYSTER",4380,"ID","SPR","2014-11-11"
"2014558750","GREAT PEARL","OYSTER",76,"ID","SPR","2014-11-11"
"2014558756","GREAT PEARL","OYSTER",29,"VN","SPR","2014-11-07"
"2014558756","PEARL","MUSSEL",505,"VN","SPR","2014-11-07"
"2014558757","GREAT PEARL","OYSTER",709,"VN","SPR","2014-11-07"
"2014558761","","OYSTER",26964,"ID","SPR","2014-11-06"
"2014558815","ZAIRE DWARF CLAWED","FROG",150,"SG","LIV","2014-11-04"
"2014558815","","CARIDINA",550,"SG","LIV","2014-11-04"
"2014558815","","CARIDINA",100,"SG","LIV","2014-11-04"
"2014558815","CHERRY RED","SHRIMP",250,"SG","LIV","2014-11-04"
"2014558815","ASIAN FAN","SHRIMP",47,"SG","LIV","2014-11-04"
"2014558815","","CARIDINA",200,"SG","LIV","2014-11-04"
"2014559355","GREAT PEARL","OYSTER",315,"PH","JWL","2014-11-02"
"2014559355","ABALONE","SHELL",145,"NZ","JWL","2014-11-02"
"2014559355","","OYSTER",75,"PF","JWL","2014-11-02"
"2014559355","","SEA FAN",4,"CN","JWL","2014-11-02"
"2014559355","","OYSTER",6,"PH","JWL","2014-11-02"
"2014559457","RADIATED RAT","SNAKE",8138,"ID","SHO","2014-11-03"
"2014559458","PEARL","MUSSEL",672,"CN","SPR","2014-11-08"
"2014559495","AMERICAN BLACK","BEAR",2,"CA","RUG","2014-10-29"
"2014559503","HIMILAYAN","TAHR",1,"NZ","TRO","2014-10-27"
"2014559503","ALPINE","CHAMOIS",1,"NZ","TRO","2014-10-27"
"2014559503","FALLOW","DEER",2,"NZ","TRO","2014-10-27"
"2014559503","","ELK",1,"NZ","TRO","2014-10-27"
"2014559507","","IMPALA",1,"ZA","TRO","2014-10-25"
"2014559507","","SPRINGBOK",1,"ZA","TRO","2014-10-25"
"2014559507","","BUSHBUCK",1,"ZA","TRO","2014-10-25"
"2014559507","BUSH","DUIKER",1,"ZA","TRO","2014-10-25"
"2014559507","DESERT","WARTHOG",1,"ZA","TRO","2014-10-25"
"2014559507","","BLESBOK",1,"ZA","TRO","2014-10-25"
"2014559507","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-10-25"
"2014559694","","CATFISH",225,"TH","LIV","2014-11-04"
"2014559700","","IMPALA",1,"ZA","TRO","2014-11-01"
"2014559700","GREATER","KUDU",1,"ZA","TRO","2014-11-01"
"2014559700","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-11-01"
"2014560405","CRABS,LOBSTERS,","CRUSTACEANS",105,"PH","LIV","2014-11-06"
"2014560405","SHELLS","MOLLUSCS",228,"PH","LIV","2014-11-06"
"2014560411","GREAT PEARL","OYSTER",149,"PH","JWL","2014-11-05"
"2014560411","ABALONE","SHELL",137,"NZ","JWL","2014-11-05"
"2014560411","","OYSTER",17,"PF","JWL","2014-11-05"
"2014560411","","OYSTER",18,"PH","JWL","2014-11-05"
"2014560421","EASTERN GREY","KANGAROO",114,"AU","SHO","2014-11-06"
"2014560771","MANILLA","CLAM",2656,"CN","SPR","2014-11-08"
"2014560771","FARRER'S","SCALLOP",2656,"CN","SPR","2014-11-08"
"2014560775","PEARL","MUSSEL",1296,"CN","SPR","2014-11-08"
"2014561131","SOUTHERN AFRICAN","OSTRICH",666,"CN","FEA","2014-11-08"
"2014561131","","WHELK",630,"CN","SPR","2014-11-08"
"2014561131","","NASSA",630,"CN","SPR","2014-11-08"
"2014561759","CAPIZ","SHELL",154,"IN","SPR","2014-11-13"
"2014561760","CAPIZ","SHELL",198,"ID","SPR","2014-11-13"
"2014561914","GREAT PEARL","OYSTER",264,"PH","JWL","2014-11-09"
"2014561914","ABALONE","SHELL",236,"NZ","JWL","2014-11-09"
"2014561914","","OYSTER",93,"PF","JWL","2014-11-09"
"2014561914","","SEA FAN",5,"CN","JWL","2014-11-09"
"2014561914","","OYSTER",40,"PH","JWL","2014-11-09"
"2014562190","","WAGTAIL",2,"JP","SPE","2014-11-10"
"2014562190","BLACK-BACKED","WAGTAIL",3,"JP","SPE","2014-11-10"
"2014562190","","WAGTAIL",4,"JP","SPE","2014-11-10"
"2014562191","","ELK",1,"NZ","TRO","2014-11-01"
"2014562191","HIMILAYAN","TAHR",1,"NZ","TRO","2014-11-01"
"2014562192","CAPIZ","SHELL",968,"PH","SPR","2014-11-13"
"2014562194","CAPIZ","SHELL",1520,"PH","SPR","2014-11-13"
"2014562218","PEARL","MUSSEL",3136,"CN","SPR","2014-11-11"
"2014562225","SOUTHERN AFRICAN","OSTRICH",144,"ZA","FEA","2014-11-13"
"2014562225","COMMON","PHEASANT",144,"CN","FEA","2014-11-13"
"2014562918","SOUTHERN AFRICAN","OSTRICH",165000,"ZA","FEA","2014-11-10"
"2014562920","MASKED WATER","SNAKE",1606,"ID","SHO","2014-11-15"
"2014562921","MASKED WATER","SNAKE",208,"ID","SHO","2014-11-18"
"2014563361","EUROPEAN","RABBIT",433,"AU","GAR","2014-11-12"
"2014563367","","GOLDFISH",12280,"CN","LIV","2014-11-12"
"2014563367","NEON","TETRA",3500,"CN","LIV","2014-11-12"
"2014563367","","SHRIMP",1000,"CN","LIV","2014-11-12"
"2014563381","DOMESTIC WATER","BUFFALO",4,"AU","TRO","2014-11-08"
"2014563745","SIBERIAN","WEASEL",908,"RU","HAP","2014-11-06"
"2014563745","WILD","BOAR",1,"DE","HAP","2014-11-06"
"2014563745","LEAST","WEASEL",59,"DE","HAP","2014-11-06"
"2014563873","","IMPALA",1,"NA","TRO","2014-10-21"
"2014563873","GREATER","KUDU",1,"NA","TRO","2014-10-21"
"2014563873","","GEMSBOK",1,"NA","TRO","2014-10-21"
"2014563873","","HARTEBEEST",1,"NA","TRO","2014-10-21"
"2014563873","","SPRINGBOK",1,"NA","TRO","2014-10-21"
"2014563873","BLACK","WILDEBEEST",1,"NA","TRO","2014-10-21"
"2014563873","BLUE","WILDEBEEST",1,"NA","TRO","2014-10-21"
"2014564153","HARTMANN'S MT.","ZEBRA",1,"ZA","TRO","2014-11-05"
"2014564180","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-10-21"
"2014564180","","GEMSBOK",1,"NA","TRO","2014-10-21"
"2014564180","","SPRINGBOK",1,"NA","TRO","2014-10-21"
"2014564180","","STEENBOK",1,"NA","TRO","2014-10-21"
"2014564180","BLUE","WILDEBEEST",1,"NA","TRO","2014-10-21"
"2014564180","KIRK'S","DIKDIK",1,"NA","TRO","2014-10-21"
"2014564180","","WATERBUCK",1,"NA","TRO","2014-10-21"
"2014564195","COMMON","ELAND",1,"NA","TRO","2014-10-21"
"2014564195","GREATER","KUDU",1,"NA","TRO","2014-10-21"
"2014564195","","GEMSBOK",1,"NA","TRO","2014-10-21"
"2014564195","","SPRINGBOK",1,"NA","TRO","2014-10-21"
"2014564195","BLUE","WILDEBEEST",1,"NA","TRO","2014-10-21"
"2014564200","COMMON","ELAND",1,"NA","TRO","2014-10-21"
"2014564200","","IMPALA",1,"NA","TRO","2014-10-21"
"2014564200","GREATER","KUDU",1,"NA","TRO","2014-10-21"
"2014564200","","GEMSBOK",1,"NA","TRO","2014-10-21"
"2014564200","","HARTEBEEST",1,"NA","TRO","2014-10-21"
"2014564200","","SPRINGBOK",1,"NA","TRO","2014-10-21"
"2014564200","","STEENBOK",1,"NA","TRO","2014-10-21"
"2014564200","BLUE","WILDEBEEST",1,"NA","TRO","2014-10-21"
"2014564646","","ELK",1,"NZ","TRO","2014-11-09"
"2014564646","HIMILAYAN","TAHR",1,"NZ","TRO","2014-11-09"
"2014564646","FALLOW","DEER",2,"NZ","TRO","2014-11-09"
"2014564911","WILD","GOAT",1,"PK","TRO","2014-11-05"
"2014564911","","SHAPO",1,"PK","TRO","2014-11-05"
"2014564911","SIBERIAN","IBEX",1,"PK","TRO","2014-11-05"
"2014564911","","BHARAL",1,"PK","TRO","2014-11-05"
"2014564935","GREAT PEARL","OYSTER",232,"PH","JWL","2014-11-15"
"2014564935","ABALONE","SHELL",212,"NZ","JWL","2014-11-15"
"2014564935","","OYSTER",56,"PF","JWL","2014-11-15"
"2014564935","","SEA FAN",8,"CN","JWL","2014-11-15"
"2014564935","","OYSTER",65,"PH","JWL","2014-11-15"
"2014564936","","OYSTER",3978,"ID","SPR","2014-11-20"
"2014564937","PEARL","MUSSEL",22752,"CN","SPR","2014-11-16"
"2014564937","PEARL","MUSSEL",3312,"CN","SPR","2014-11-16"
"2014564938","","STARFISH",2454,"PH","BOD","2014-11-18"
"2014564947","HIMILAYAN","TAHR",1,"NZ","TRO","2014-11-13"
"2014564947","","ELK",1,"NZ","TRO","2014-11-13"
"2014564947","ALPINE","CHAMOIS",1,"NZ","TRO","2014-11-13"
"2014565436","WHITE-TAILED","DEER",1,"CA","TRO","2014-11-17"
"2014565438","MOUNTAIN","GOAT",1,"CA","TRO","2014-11-17"
"2014566669","BLACK","WILDEBEEST",1,"ZA","TRO","2014-10-29"
"2014566669","BLUE","WILDEBEEST",1,"ZA","TRO","2014-10-29"
"2014566669","","BUSH-PIG",1,"ZA","TRO","2014-10-29"
"2014566669","COMMON","ELAND",1,"ZA","TRO","2014-10-29"
"2014566669","","IMPALA",1,"ZA","TRO","2014-10-29"
"2014566669","","NYALA",1,"ZA","TRO","2014-10-29"
"2014566669","","HARTEBEEST",1,"ZA","TRO","2014-10-29"
"2014566669","SABLE","ANTELOPE",1,"ZA","TRO","2014-10-29"
"2014566677","CAPIZ","SHELL",248,"ID","SPR","2014-11-20"
"2014566693","GREAT PEARL","OYSTER",164,"PH","JWL","2014-11-16"
"2014566693","ABALONE","SHELL",140,"NZ","JWL","2014-11-16"
"2014566693","","OYSTER",58,"PF","JWL","2014-11-16"
"2014566693","","SEA FAN",2,"CN","JWL","2014-11-16"
"2014566693","","OYSTER",16,"PH","JWL","2014-11-16"
"2014567029","BRINE","SHRIMP",9288,"CN","EGL","2014-11-18"
"2014567820","OLIVE","FLOUNDER",48,"KR","LIV","2014-11-19"
"2014567820","OLIVE","FLOUNDER",48,"KR","LIV","2014-11-19"
"2014567820","OLIVE","FLOUNDER",12,"KR","LIV","2014-11-19"
"2014567820","CHINESE WEATHER","LOACH",750,"CN","LIV","2014-11-19"
"2014567820","","SEA CUCUMBER",250,"KR","LIV","2014-11-19"
"2014567820","","SEA CUCUMBER",1200,"KR","LIV","2014-11-19"
"2014567820","","SEA PINEAPPLE",1500,"KR","LIV","2014-11-19"
"2014567820","","SQUID",220,"KR","LIV","2014-11-19"
"2014567820","","MUREX",50,"KR","LIV","2014-11-19"
"2014568160","OLIVE","FLOUNDER",204,"KR","LIV","2014-11-19"
"2014568221","","TRITON",288,"CN","SPR","2014-11-21"
"2014568221","GIANT","SCALLOP",288,"CN","SPR","2014-11-21"
"2014568221","FROG","SHELL",288,"CN","SPR","2014-11-21"
"2014568221","","ARK",288,"CN","SPR","2014-11-21"
"2014568221","","SHELL",288,"CN","SPR","2014-11-21"
"2014568221","VERTAGUS","SHELL",288,"CN","SPR","2014-11-21"
"2014568222","","OYSTER",71680,"ID","SPR","2014-11-20"
"2014568222","","OYSTER",2040,"ID","SPR","2014-11-20"
"2014568222","TROCHA","SHELL",240,"AU","SPR","2014-11-20"
"2014569650","TROCHA","SHELL",1000,"ID","SPR","2014-11-23"
"2014569652","TROCHA","SHELL",5230,"ID","SPR","2014-11-23"
"2014569653","TROCHA","SHELL",4000,"ID","SPR","2014-11-23"
"2014569654","TROCHA","SHELL",6069,"ID","SPR","2014-11-23"
"2014569655","TROCHA","SHELL",312,"ID","SPR","2014-11-23"
"2014569656","OLIVE","FLOUNDER",60,"KR","LIV","2014-11-21"
"2014569656","RIDGED-EYE","FLOUNDER",20,"KR","LIV","2014-11-21"
"2014569656","WHIPARM","OCTOPUS",30,"KR","LIV","2014-11-21"
"2014569683","GREAT PEARL","OYSTER",314,"PH","JWL","2014-11-21"
"2014569683","ABALONE","SHELL",171,"NZ","JWL","2014-11-21"
"2014569683","","OYSTER",67,"PF","JWL","2014-11-21"
"2014569683","","SEA FAN",6,"CN","JWL","2014-11-21"
"2014569683","","OYSTER",45,"PH","JWL","2014-11-21"
"2014569826","CAPIZ","SHELL",1158,"PH","SPR","2014-11-18"
"2014569867","CHACMA","BABOON",1,"ZA","TRO","2014-11-09"
"2014569867","","CARACAL",1,"ZA","TRO","2014-11-09"
"2014569867","GREATER","KUDU",2,"ZA","TRO","2014-11-09"
"2014569867","","GEMSBOK",2,"ZA","TRO","2014-11-09"
"2014569867","COMMON","ELAND",1,"ZA","TRO","2014-11-09"
"2014569867","","IMPALA",2,"ZA","TRO","2014-11-09"
"2014569867","BLUE","WILDEBEEST",1,"ZA","TRO","2014-11-09"
"2014569867","DESERT","WARTHOG",2,"ZA","TRO","2014-11-09"
"2014569867","","SPRINGBOK",1,"ZA","TRO","2014-11-09"
"2014569867","","HARTEBEEST",1,"ZA","TRO","2014-11-09"
"2014569867","","BLESBOK",1,"ZA","TRO","2014-11-09"
"2014569867","RED RIVER","HOG",1,"ZA","TRO","2014-11-09"
"2014569867","","BUSHBUCK",1,"ZA","TRO","2014-11-09"
"2014569867","BLACK","WILDEBEEST",1,"ZA","TRO","2014-11-09"
"2014569873","ARCTIC","FOX",97,"CN","GAR","2014-11-16"
"2014569881","CHACMA","BABOON",1,"ZA","TRO","2014-11-12"
"2014569881","BLUE","WILDEBEEST",2,"ZA","TRO","2014-11-12"
"2014569881","","BUSHBUCK",2,"ZA","TRO","2014-11-12"
"2014569881","BUSH","DUIKER",1,"ZA","TRO","2014-11-12"
"2014569881","COMMON","ELAND",1,"ZA","TRO","2014-11-12"
"2014569881","","GEMSBOK",2,"ZA","TRO","2014-11-12"
"2014569881","","IMPALA",2,"ZA","TRO","2014-11-12"
"2014569881","GREATER","KUDU",1,"ZA","TRO","2014-11-12"
"2014569881","","NYALA",2,"ZA","TRO","2014-11-12"
"2014569881","COMMON","WARTHOG",2,"ZA","TRO","2014-11-12"
"2014569881","","WATERBUCK",1,"ZA","TRO","2014-11-12"
"2014569881","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-11-12"
"2014570530","GREAT PEARL","OYSTER",624,"CN","SPR","2014-11-21"
"2014570532","PEARL","MUSSEL",1008,"CN","SPR","2014-11-28"
"2014570716","","TRITON",192,"CN","SPR","2014-11-28"
"2014570716","GIANT","SCALLOP",192,"CN","SPR","2014-11-28"
"2014570716","FROG","SHELL",192,"CN","SPR","2014-11-28"
"2014570716","","ARK",192,"CN","SPR","2014-11-28"
"2014570716","","SHELL",192,"CN","SPR","2014-11-28"
"2014570716","VERTAGUS","SHELL",192,"CN","SPR","2014-11-28"
"2014570796","COMMON","ELAND",1,"ZA","TRO","2014-11-16"
"2014570796","","HARTEBEEST",1,"ZA","TRO","2014-11-16"
"2014570796","","BLESBOK",1,"ZA","TRO","2014-11-16"
"2014570796","","IMPALA",1,"ZA","TRO","2014-11-16"
"2014570796","GREATER","KUDU",1,"ZA","TRO","2014-11-16"
"2014570796","BLACK-BACKED","JACKAL",1,"ZA","TRO","2014-11-16"
"2014570796","","SPRINGBOK",2,"ZA","TRO","2014-11-16"
"2014570796","","BUSHBUCK",1,"ZA","TRO","2014-11-16"
"2014570797","","SPRINGBOK",1,"ZA","TRO","2014-11-16"
"2014570797","","GEMSBOK",1,"ZA","TRO","2014-11-16"
"2014570797","","STEENBOK",1,"ZA","TRO","2014-11-16"
"2014570797","BUSH","DUIKER",1,"ZA","TRO","2014-11-16"
"2014570806","","SPRINGBOK",1,"ZA","TRO","2014-11-16"
"2014570806","","BLESBOK",1,"ZA","TRO","2014-11-16"
"2014570806","","GEMSBOK",1,"ZA","TRO","2014-11-16"
"2014570806","","IMPALA",1,"ZA","TRO","2014-11-16"
"2014570806","BLUE","WILDEBEEST",1,"ZA","TRO","2014-11-16"
"2014570806","GREATER","KUDU",1,"ZA","TRO","2014-11-16"
"2014570806","BUSH","DUIKER",1,"ZA","TRO","2014-11-16"
"2014570806","DESERT","WARTHOG",1,"ZA","TRO","2014-11-16"
"2014570807","BLACK","WILDEBEEST",1,"ZA","TRO","2014-11-16"
"2014570807","BLUE","WILDEBEEST",1,"ZA","TRO","2014-11-16"
"2014570807","","HARTEBEEST",1,"ZA","TRO","2014-11-16"
"2014570807","","WATERBUCK",1,"ZA","TRO","2014-11-16"
"2014570811","RED DISCUS","FISH",250,"MY","LIV","2014-01-24"
"2014570812","","GEMSBOK",1,"NA","SKP","2014-01-27"
"2014570812","BLACK","WILDEBEEST",1,"NA","SKP","2014-01-27"
"2014570813","GREATER","KUDU",1,"NA","SKU","2014-01-27"
"2014570813","","SPRINGBOK",1,"NA","SKU","2014-01-27"
"2014570813","BLACK","WILDEBEEST",1,"NA","SKU","2014-01-27"
"2014570813","SPOTTED","HYAENA",1,"NA","SKU","2014-01-27"
"2014570813","HARTMANN'S MT.","ZEBRA",1,"NA","SKP","2014-01-27"
"2014570813","SPOTTED","HYAENA",1,"NA","SKP","2014-01-27"
"2014570813","COMMON","WARTHOG",1,"NA","TUS","2014-01-27"
"2014570822","","CARP",955,"JP","LIV","2014-02-05"
"2014571128","","CARP",4920,"JP","LIV","2014-02-11"
"2014571136","DISCUS","FISH",215,"MY","LIV","2014-02-20"
"2014571137","","WATERBUCK",1,"ZA","SKU","2014-03-11"
"2014571137","GREATER","KUDU",2,"ZA","TRO","2014-03-11"
"2014571137","BLUE","WILDEBEEST",1,"ZA","TRO","2014-03-11"
"2014571137","DESERT","WARTHOG",1,"ZA","SKU","2014-03-11"
"2014571137","BURCHELL'S","ZEBRA",1,"ZA","SKP","2014-03-11"
"2014571137","","GEMSBOK",1,"ZA","TRO","2014-03-11"
"2014571137","","IMPALA",3,"ZA","SKU","2014-03-11"
"2014571147","","CARP",4640,"JP","LIV","2014-03-18"
"2014571151","","CARP",1643,"JP","LIV","2014-03-27"
"2014571153","","CARP",1694,"JP","LIV","2014-04-02"
"2014571156","","ELK",1,"NZ","TRO","2014-04-11"
"2014571156","FALLOW","DEER",2,"NZ","TRO","2014-04-11"
"2014571156","ALPINE","CHAMOIS",1,"NZ","TRO","2014-04-11"
"2014571159","YACARE","CAIMAN",1740,"JP","LIV","2014-04-30"
"2014571160","GREATER","KUDU",1,"ZA","TRO","2014-05-02"
"2014571160","AFRICAN","CIVET",1,"ZA","TRO","2014-05-02"
"2014571167","GREATER","KUDU",1,"ZA","TRO","2014-05-17"
"2014571167","","GEMSBOK",1,"ZA","TRO","2014-05-17"
"2014571167","","SPRINGBOK",1,"ZA","TRO","2014-05-17"
"2014571167","","IMPALA",1,"ZA","TRO","2014-05-17"
"2014571169","GREATER","KUDU",1,"ZA","TRO","2014-05-17"
"2014571169","","HARTEBEEST",1,"ZA","TRO","2014-05-17"
"2014571169","","BLESBOK",1,"ZA","TRO","2014-05-17"
"2014571171","","SPRINGBOK",1,"ZA","TRO","2014-05-17"
"2014571171","","BLESBOK",1,"ZA","TRO","2014-05-17"
"2014571171","","GEMSBOK",1,"ZA","TRO","2014-05-17"
"2014571171","","IMPALA",1,"ZA","TRO","2014-05-17"
"2014571175","","STEENBOK",1,"ZA","TRO","2014-05-17"
"2014571175","","SPRINGBOK",1,"ZA","TRO","2014-05-17"
"2014571175","","IMPALA",1,"ZA","TRO","2014-05-17"
"2014571175","","GEMSBOK",1,"ZA","TRO","2014-05-17"
"2014571175","GREATER","KUDU",1,"ZA","TRO","2014-05-17"
"2014571175","","BLESBOK",1,"ZA","TRO","2014-05-17"
"2014571183","SHELLS","MOLLUSCS",240,"PH","SPR","2014-05-23"
"2014571184","AFRICAN","LION",1,"ZA","TRO","2014-05-27"
"2014571184","BURCHELL'S","ZEBRA",2,"ZA","TRO","2014-05-27"
"2014571184","BLUE","WILDEBEEST",1,"ZA","TRO","2014-05-27"
"2014571184","SABLE","ANTELOPE",1,"ZA","TRO","2014-05-27"
"2014571186","","CARP",3121,"JP","LIV","2014-05-28"
"2014571193","FIDDLER","CRAB",11,"TH","CLA","2014-06-17"
"2014571193","FIDDLER","CRAB",15,"TH","CLA","2014-06-17"
"2014571193","FIDDLER","CRAB",35,"TH","CLA","2014-06-17"
"2014571193","FIDDLER","CRAB",10,"TH","CLA","2014-06-17"
"2014571193","FIDDLER","CRAB",11,"TH","CLA","2014-06-17"
"2014571203","RED DISCUS","FISH",280,"TH","LIV","2014-07-28"
"2014571204","GREATER","KUDU",1,"NA","TRO","2014-07-29"
"2014571204","","GEMSBOK",1,"NA","TRO","2014-07-29"
"2014571204","COMMON","ELAND",1,"NA","TRO","2014-07-29"
"2014571204","BURCHELL'S","ZEBRA",1,"NA","SKI","2014-07-29"
"2014571229","","GIRAFFE",1,"ZA","TRO","2014-09-07"
"2014571229","GREATER","KUDU",1,"ZA","TRO","2014-09-07"
