"rate_spread","population","minority_population","loan_amount","median_family_income","applicant_income","state","year","applicant_race","applicant_ethnicity","company_name"
1.57,5294,45.83000183,123,101900,74,"CA",2014,"Asian","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
4.53,2108,56.45000076,112,94800,75,"CA",2014,"White","Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
4.53,5020,15.85999966,104,54700,58,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.67,3719,64.72000122,109,51600,119,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.76,2978,31.36000061,103,51600,90,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.57,6852,81.06999969,112,48700,85,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.51,4576,34.47999954,101,88500,50,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.67,3362,31.62000084,261,77900,114,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.53,5294,45.83000183,211,101900,128,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.7,6256,71.16000366,105,101900,78,"CA",2014,"White","Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.67,5294,45.83000183,144,101900,129,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.63,6027,58.72000122,140,101900,88,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.71,3907,32.97000122,215,101900,113,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
4.67,7481,91.56999969,126,101900,73,"CA",2014,"Asian","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.59,6402,67.20999908,124,61400,44,"OK",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.53,5034,43.59999847,119,60600,71,"CA",2014,"White","Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.67,4306,35.06999969,104,60600,67,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.66,5007,47.79000092,109,88200,68,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.62,4180,1.559999943,124,52000,87,"VA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.72,4760,18.48999977,126,54700,160,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.7,5966,21.17000008,160,88700,269,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.71,5007,47.79000092,104,88200,183,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.68,4154,50.25999832,107,58400,94,"MS",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.68,5007,47.79000092,124,88200,51,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.7,7399,39.36999893,112,88200,60,"WA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.7,8064,4.769999981,108,63900,82,"NY",2014,"White","Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.35,8191,16.04999924,116,55300,43,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.53,3246,92.30000305,106,51600,89,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.67,6398,12.80000019,117,51600,53,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.67,3473,26.75,102,51600,78,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.4,4408,18.76000023,114,51600,81,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.62,4031,2.279999971,123,56100,63,"IN",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.57,3057,18.35000038,103,58800,92,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.76,6501,5.03000021,106,66900,48,"PA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.67,5232,3.819999933,113,62900,105,"NY",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.66,5007,47.79000092,113,88200,75,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.67,7399,39.36999893,120,88200,103,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.67,2958,4.940000057,135,52800,59,"ID",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.44,4540,83.72000122,120,88500,97,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.53,3527,26.73999977,179,70300,137,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.69,6844,18.37999916,144,51600,59,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
4.8,6364,23.56999969,116,67000,46,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.69,6442,9.720000267,114,47100,74,"TN",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.46,5074,3.920000076,120,47100,77,"WV",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.52,3693,13.94999981,105,67000,60,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.57,2793,22.15999985,104,67000,54,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.67,4855,15.55000019,163,58300,75,"WA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.71,8064,4.769999981,110,63900,78,"NY",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.35,3684,50.59999847,102,51600,117,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.67,5463,15.57999992,117,52500,67,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.67,5266,11.97999954,120,61700,110,"TX",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.65,7251,77.93000031,114,88500,83,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
3.83,5898,49.56000137,105,88700,90,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
2.64,6834,30.05999947,123,88700,72,"CA",2014,"White","Not Hispanic or Latino","SAN ANTONIO FEDERAL CREDIT UNI (TX)"
1.76,6031,3.730000019,106,74600,85,"ME",2014,"White","Not Hispanic or Latino","SANFORD INSTITUTION FOR SAVING (ME)"
1.69,4438,5.840000153,130,73200,52,"ND",2014,"White","Not Hispanic or Latino","SECURITY FIRST BANK OF ND (ND)"
1.56,4309,22.62999916,142,71000,57,"UT",2014,"White","Hispanic or Latino","SECURITY HOME MORTGAGE (UT)"
3.8,7942,21.29999924,129,51600,60,"TX",2014,"White","Not Hispanic or Latino","SECURITY STATE BANK & TRUST (TX)"
5.67,7104,22.69000053,108,51600,71,"TX",2014,"White","Not Hispanic or Latino","SECURITY STATE BANK & TRUST (TX)"
6.23,6092,26.02000046,128,51600,83,"TX",2014,"White","Hispanic or Latino","SECURITY STATE BANK & TRUST (TX)"
7.24,6030,13.11999989,112,51600,88,"TX",2014,"White","Not Hispanic or Latino","SECURITY STATE BANK & TRUST (TX)"
2.57,6032,36.20999908,122,56000,51,"NC",2014,"White","Hispanic or Latino","SELF-HELP CREDIT UNION (NC)"
2.87,3954,10.69999981,111,56000,67,"NC",2014,"White","Not Hispanic or Latino","SELF-HELP CREDIT UNION (NC)"
1.84,6720,12.72000027,136,61600,51,"SD",2014,"White","Not Hispanic or Latino","SENTINEL FCU (SD)"
1.67,9352,86.72000122,139,60700,28,"CA",2014,"White","Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
2.13,5722,25.12999916,243,72700,88,"CA",2014,"White","Not Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
1.7,7670,11.97000027,190,62400,37,"OR",2014,"White","Not Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
2.08,5722,25.12999916,237,72700,98,"CA",2014,"White","Not Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
1.62,8224,38,187,60700,54,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SKYLINE FINANCIAL CORP. (CA)"
2.32,6854,21.78000069,159,48900,70,"WA",2014,"White","Not Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
2.05,4255,12.82999992,168,58300,66,"WA",2014,"White","Not Hispanic or Latino","SKYLINE FINANCIAL CORP. (CA)"
2.55,6570,41.13999939,124,48900,50,"WA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOLARITY CREDIT UNION (WA)"
1.7,3668,17.01000023,105,48900,56,"WA",2014,"White","Not Hispanic or Latino","SOLARITY CREDIT UNION (WA)"
1.8,4584,11.67000008,130,48900,43,"WA",2014,"White","Not Hispanic or Latino","SOLARITY CREDIT UNION (WA)"
4.67,5781,11.86999989,104,74000,77,"WA",2014,"White","Not Hispanic or Latino","SOUND COMMUNITY BANK (WA)"
2.09,7088,9.140000343,163,45200,38,"OR",2014,"White","Not Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
1.75,4614,39.02999878,108,60700,33,"CA",2014,"White","Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
2.1,6921,8.43999958,118,50500,29,"OR",2014,"White","Not Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
2.22,9352,86.72000122,113,60700,26,"CA",2014,"White","Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
1.69,5919,27.65999985,164,57900,66,"NV",2014,"White","Not Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
2.43,4221,14.35999966,108,57900,54,"NV",2014,"White","Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
2.19,5079,56.43000031,170,60700,60,"CA",2014,"White","Not Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
2.49,5338,69.54000092,157,60700,35,"CA",2014,"White","Hispanic or Latino","SOUTH PACIFIC FINANCIAL CORPOR (CA)"
3.99,5836,15.02999973,109,50800,55,"SC",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
3.53,3320,56.81000137,110,59600,55,"AL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
3.89,4238,6.75,105,59500,40,"FL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.76,5623,12.02000046,114,49600,63,"SC",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.77,10632,19.07999992,150,68800,88,"AL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
4.45,6122,57.97000122,110,58000,93,"SC",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
4.28,2563,45.38000107,142,61900,59,"SC",2014,"Black or African American","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.85,10632,19.07999992,108,68800,92,"AL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.82,10632,19.07999992,101,68800,62,"AL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.81,7858,21.70999908,128,61000,146,"AL",2014,"White","Not Hispanic or Latino","SOUTH SOUTH BANK (SC)"
2.92,1650,3.150000095,125,77900,58,"MA",2014,"White","Not Hispanic or Latino","SOUTHBRIDGE CREDIT UNION (MA)"
2.46,3818,3.849999905,173,45300,67,"AR",2014,"American Indian or Alaska Native","Not Hispanic or Latino","SOUTHERN BANCORP BANK (AR)"
4.93,4673,13.10000038,114,47100,89,"LA",2014,"White","Not Hispanic or Latino","SOUTHERN HERITAGE BANK (LA)"
2.55,5865,27.52000046,138,47100,304,"LA",2014,"White","Not Hispanic or Latino","SOUTHERN HERITAGE BANK (LA)"
2.44,5865,27.52000046,143,47100,124,"LA",2014,"White","Not Hispanic or Latino","SOUTHERN HERITAGE BANK (LA)"
4.75,4352,3.309999943,124,47100,142,"LA",2014,"White","Not Hispanic or Latino","SOUTHERN HERITAGE BANK (LA)"
3.18,6569,48.52999878,121,75400,54,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.95,5116,21.14999962,133,75400,50,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.19,5844,17.07999992,122,75400,65,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.1,5657,20.57999992,126,75400,89,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.58,4037,35.31999969,129,75400,47,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.87,6387,58.09999847,172,75400,111,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.21,5043,46.11999893,106,57600,30,"GA",2014,"Black or African American","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.18,4279,40.52000046,127,57500,53,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.61,6468,17.80999947,108,49800,24,"GA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.99,5203,35.31000137,127,62400,36,"DE",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.97,12927,35.90999985,181,75400,75,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.53,1749,25.67000008,133,75400,45,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.9,8008,53.81000137,144,75400,51,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.67,3840,32.40000153,144,75400,49,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.49,6241,33.91999817,117,57500,51,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.72,4053,11.56999969,107,69100,29,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.84,4374,6.539999962,157,54100,42,"PA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.52,6387,58.09999847,140,75400,50,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.52,6387,58.09999847,171,75400,56,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.92,2356,25.59000015,175,75400,79,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.02,5657,20.57999992,116,75400,37,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.19,7602,60.83000183,132,75400,52,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.14,7234,27.65999985,188,75400,58,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.56,6387,58.09999847,149,75400,49,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.09,7234,27.65999985,128,75400,57,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.55,6387,58.09999847,103,75400,22,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.58,2277,11.59000015,141,57500,62,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.62,7389,33.34999847,110,57500,55,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.96,6812,77.27999878,108,52600,49,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.81,7389,33.34999847,120,57500,38,"TX",2014,"Black or African American","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.57,5626,59.31000137,176,75400,38,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.54,3281,8.079999924,159,64200,62,"MD",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.76,6281,26.37000084,128,61900,43,"LA",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.34,3203,7.519999981,157,69400,36,"OR",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.94,5408,5.010000229,123,64200,31,"KY",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.22,5093,31.82999992,206,60700,43,"CA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.96,3087,1.850000024,177,45900,93,"KY",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.69,3731,23.10000038,115,51600,42,"AL",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.41,5063,23.01000023,105,69100,48,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.82,5030,25.61000061,122,46300,44,"AL",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.22,4742,40.74000168,118,46300,77,"AL",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.55,6143,84.29000092,220,107100,68,"MD",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.27,10368,11.93999958,137,48400,66,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.68,4402,39.31999969,165,60700,123,"CA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.64,7388,18.34000015,128,69100,31,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.97,6957,89.34999847,160,47200,39,"NM",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.35,7142,58.88999939,109,66400,43,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.6,7484,19.60000038,120,56000,59,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.32,6484,31.62000084,109,56000,52,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.58,4068,5.360000134,117,55700,52,"OH",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.79,4318,23.92000008,104,51600,22,"AL",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.27,5153,23.57999992,108,51900,57,"AZ",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.74,8352,15.64999962,158,55900,67,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.76,4637,23.25,117,69100,53,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.83,6086,17.32999992,137,69100,40,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.78,12779,41.61000061,106,53200,39,"NC",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.04,4448,85.87999725,156,47200,46,"NM",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.27,5430,61.09999847,101,47200,33,"NM",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.92,5160,15.90999985,141,59200,32,"OK",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.62,6954,19.54000092,103,68400,44,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.49,8647,17.77000046,156,68400,62,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.32,7873,23.37999916,108,58300,85,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.94,3851,72.02999878,156,55600,82,"LA",2014,"Black or African American","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.8,4450,32.61000061,133,46300,61,"AL",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.1,2900,19,105,51200,46,"OK",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.01,6346,31.17000008,142,51200,50,"OK",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.83,4450,32.61000061,125,46300,44,"AL",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.5,4967,9.199999809,125,47100,38,"LA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.6,2299,2.779999971,102,47100,51,"LA",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.93,5288,6.369999886,166,53100,56,"OR",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.81,6164,5.869999886,146,65200,57,"NC",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.96,7565,14.93999958,191,72200,64,"VA",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.94,9514,32.13000107,191,69900,79,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.14,4397,14.36999989,105,61400,52,"OK",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.25,5061,9.779999733,112,49500,50,"NC",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.11,4450,32.61000061,103,46300,46,"AL",2014,"Black or African American","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.2,3887,41.34000015,133,68400,51,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.99,6334,6.019999981,125,68400,103,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.64,5430,61.09999847,124,47200,82,"NM",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.21,5263,3.380000114,114,51000,45,"TN",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.56,6972,58.43000031,114,58800,41,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.92,7709,37.34999847,128,58800,67,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.13,3830,26.53000069,107,58800,44,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.55,7557,38.59000015,113,58800,35,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.8,4029,25.98999977,129,58800,41,"TX",2014,"White","Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.2,6334,6.019999981,146,68400,93,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.02,3730,2.920000076,101,53700,61,"OH",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.94,4839,18.95000076,116,55700,29,"OH",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
3.18,2966,3.24000001,134,55700,47,"OH",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.56,3741,21.12000084,104,59200,83,"OK",2014,"American Indian or Alaska Native","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.14,4481,5.800000191,131,60100,38,"AR",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.82,6572,43.20999908,157,58800,44,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.1,7281,15.56999969,113,61400,75,"OK",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
1.86,2076,19.03000069,147,61400,68,"OK",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","SOUTHWEST STAGE FUNDING LLC (AZ)"
2.27,8493,61.65999985,142,54600,48,"TX",2014,"White","Not Hispanic or Latino","SOUTHWEST STAGE FUNDING LLC (AZ)"
